state,district,year,max_murder
"TAMIL NADU","SALEM URBAN",2001,12
"TAMIL NADU","THIRUNELVELI URBAN",2001,12
"ANDHRA PRADESH","SECUNDERABAD RLY.",2002,12
GOA,"SOUTH GOA",2002,12
ODISHA,BOUDH,2002,12
ODISHA,DEOGARH,2002,12
PUNJAB,FARIDKOT,2002,12
BIHAR,SHEOHAR,2003,12
CHHATTISGARH,KABIRDHAM,2003,12
GOA,"SOUTH GOA",2003,12
KARNATAKA,K.G.F.,2003,12
KERALA,KANNUR,2003,12
ODISHA,DEOGARH,2003,12
PUNJAB,FARIDKOT,2003,12
"TAMIL NADU","THIRUNELVELI URBAN",2003,12
"UTTAR PRADESH","AMBEDKAR NAGAR",2003,12
"UTTAR PRADESH",LALITPUR,2003,12
"MADHYA PRADESH",SHEOPUR,2004,12
NAGALAND,KOHIMA,2004,12
PUNJAB,BARNALA,2004,12
"ANDHRA PRADESH","GUNTAKAL RLY.",2005,12
GUJARAT,W.RLY,2005,12
HARYANA,MAHENDRAGARH,2005,12
"HIMACHAL PRADESH",SIRMAUR,2005,12
"JAMMU & KASHMIR",KATHUA,2005,12
"JAMMU & KASHMIR",UDHAMPUR,2005,12
ODISHA,JHARSUGUDA,2005,12
TRIPURA,DHALAI,2005,12
"HIMACHAL PRADESH",MANDI,2006,12
"JAMMU & KASHMIR",BUDGAM,2006,12
"MADHYA PRADESH",SHEOPUR,2006,12
MEGHALAYA,"KHASI HILLS WEST",2006,12
ODISHA,ROURKELA,2006,12
PUNJAB,BARNALA,2006,12
PUNJAB,G.R.P,2006,12
PUNJAB,ROPAR,2006,12
RAJASTHAN,RAJSAMAND,2006,12
"WEST BENGAL","SEALDAH G.R.P.",2006,12
CHANDIGARH,CHANDIGARH,2006,12
"ANDHRA PRADESH","SECUNDERABAD RLY.",2007,12
ASSAM,CHIRANG,2007,12
BIHAR,"MUZAFFARPUR RLY.",2007,12
"JAMMU & KASHMIR",HANDWARA,2007,12
KARNATAKA,K.G.F.,2007,12
KARNATAKA,UDUPI,2007,12
KERALA,KASARGOD,2007,12
ODISHA,GAJAPATI,2007,12
PUNJAB,BARNALA,2007,12
"UTTAR PRADESH",SIDHARTHNAGAR,2007,12
"DAMAN & DIU",DAMAN,2007,12
"JAMMU & KASHMIR",KUPWARA,2008,12
KERALA,WAYANADU,2008,12
MIZORAM,AIZAWL,2008,12
NAGALAND,MON,2008,12
ODISHA,BERHAMPUR,2008,12
"UTTAR PRADESH","SANT KABIRNAGAR",2008,12
UTTARAKHAND,ALMORA,2008,12
ASSAM,HAILAKANDI,2009,12
"JAMMU & KASHMIR",SHOPIAN,2009,12
KARNATAKA,K.G.F.,2009,12
KARNATAKA,RAILWAYS,2009,12
KERALA,"ERNAKULAM COMMR.",2009,12
KERALA,"TRIVANDRUM COMMR.",2009,12
"MADHYA PRADESH",HARDA,2009,12
ODISHA,DEOGARH,2009,12
"TAMIL NADU",PERAMBALUR,2009,12
"TAMIL NADU","THIRUNELVELI URBAN",2009,12
"UTTAR PRADESH",SHRAWASTI,2009,12
"JAMMU & KASHMIR",POONCH,2010,12
MANIPUR,CHURACHANDPUR,2010,12
MEGHALAYA,RI-BHOI,2010,12
ODISHA,GAJAPATI,2010,12
ODISHA,NUAPADA,2010,12
"TAMIL NADU","THIRUNELVELI URBAN",2010,12
"WEST BENGAL","SEALDAH G.R.P.",2010,12
"DELHI UT",GRP(RLY),2010,12
"ARUNACHAL PRADESH",LOHIT,2011,12
"JAMMU & KASHMIR",SRINAGAR,2011,12
KERALA,"KOZHIKODE RURAL",2011,12
MAHARASHTRA,"MUMBAI RLY.",2011,12
MAHARASHTRA,SINDHUDURG,2011,12
ODISHA,BOUDH,2011,12
PUNJAB,PATHANKOT,2011,12
CHHATTISGARH,BEMETARA,2012,12
CHHATTISGARH,NARAYANPUR,2012,12
HARYANA,MEWAT,2012,12
"MADHYA PRADESH",UMARIYA,2012,12
MIZORAM,AIZAWL,2012,12
ODISHA,GAJAPATI,2012,12
RAJASTHAN,"JAIPUR NORTH",2012,12
RAJASTHAN,"JODHPUR EAST",2012,12
TRIPURA,KHOWAI,2012,12
TRIPURA,SIPAHIJALA,2012,12
KERALA,WAYANADU,2007,11
PUNJAB,"SAS NGR",2007,11
UTTARAKHAND,"TEHRI GARHWAL",2007,11
"ARUNACHAL PRADESH",LOHIT,2008,11
"ARUNACHAL PRADESH","PAPUM PARE",2008,11
CHHATTISGARH,KABIRDHAM,2008,11
GUJARAT,NARMADA,2008,11
"JAMMU & KASHMIR",RAMBAN,2008,11
ODISHA,NUAPADA,2008,11
PUNJAB,G.R.P,2008,11
"ARUNACHAL PRADESH","SIANG WEST",2009,11
GUJARAT,PORBANDAR,2009,11
"HIMACHAL PRADESH",UNA,2009,11
"JAMMU & KASHMIR",RAJOURI,2009,11
MAHARASHTRA,SINDHUDURG,2009,11
"UTTAR PRADESH","SANT KABIRNAGAR",2009,11
GUJARAT,AHWA-DANG,2010,11
GUJARAT,PATAN,2010,11
"HIMACHAL PRADESH",HAMIRPUR,2010,11
"HIMACHAL PRADESH",KULLU,2010,11
"HIMACHAL PRADESH",MANDI,2010,11
"JAMMU & KASHMIR",KATHUA,2010,11
MAHARASHTRA,"AMRAVATI COMMR.",2010,11
MEGHALAYA,"GARO HILLS EAST",2010,11
MEGHALAYA,"KHASI HILLS WEST",2010,11
ODISHA,BOUDH,2010,11
"TAMIL NADU",NILGIRIS,2010,11
"UTTAR PRADESH",LALITPUR,2010,11
"ARUNACHAL PRADESH",TIRAP,2011,11
BIHAR,"MUZAFFARPUR RLY.",2011,11
KERALA,WAYANADU,2011,11
MEGHALAYA,"GARO HILLS EAST",2011,11
MEGHALAYA,"GARO HILLS SOUTH",2011,11
PUNJAB,BARNALA,2011,11
RAJASTHAN,JAISALMER,2011,11
"ARUNACHAL PRADESH",LOHIT,2012,11
BIHAR,"MUZAFFARPUR RLY.",2012,11
BIHAR,"PATNA RLY.",2012,11
GUJARAT,TAPI,2012,11
"MADHYA PRADESH",BURHANPUR,2012,11
MANIPUR,TAMENGLONG,2012,11
MEGHALAYA,RI-BHOI,2012,11
NAGALAND,KOHIMA,2012,11
PUNJAB,PATHANKOT,2012,11
"TAMIL NADU",PERAMBALUR,2012,11
TRIPURA,NORTH,2012,11
"ARUNACHAL PRADESH",CHANGLANG,2001,11
"ARUNACHAL PRADESH","PAPUM PARE",2001,11
ASSAM,R.P.O.,2001,11
"HIMACHAL PRADESH",SOLAN,2001,11
JHARKHAND,"DHANBAD RLY.",2001,11
RAJASTHAN,BARMER,2001,11
"DELHI UT",G.R.P.(RLY),2001,11
"DELHI UT","NEW DELHI",2001,11
"HIMACHAL PRADESH",BILASPUR,2002,11
NAGALAND,MOKOKCHUNG,2002,11
"WEST BENGAL",ASANSOL,2002,11
"D & N HAVELI","D and N HAVELI",2002,11
CHHATTISGARH,NARAYANPUR,2003,11
HARYANA,PANCHKULA,2003,11
PUNJAB,"FATEHGARH SAHIB",2003,11
UTTARAKHAND,BAGESHWAR,2003,11
"WEST BENGAL","HOWRAH G.R.P.",2003,11
"D & N HAVELI","D and N HAVELI",2003,11
GUJARAT,PORBANDAR,2004,11
KERALA,WAYANADU,2004,11
UTTARAKHAND,"TEHRI GARHWAL",2004,11
"D & N HAVELI","D and N HAVELI",2004,11
"ANDHRA PRADESH","SECUNDERABAD RLY.",2005,11
ASSAM,N.C.HILLS,2005,11
BIHAR,"KATIHAR RLY.",2005,11
BIHAR,SHEOHAR,2005,11
CHHATTISGARH,DHAMTARI,2005,11
KERALA,"KOZHIKODE COMMR.",2005,11
"MADHYA PRADESH",BURHANPUR,2005,11
MEGHALAYA,"GARO HILLS WEST",2005,11
ODISHA,NUAPADA,2005,11
PUNJAB,BARNALA,2005,11
"TAMIL NADU",NILGIRIS,2005,11
UTTARAKHAND,"RUDRA PRAYAG",2005,11
UTTARAKHAND,"TEHRI GARHWAL",2005,11
"ANDHRA PRADESH","SECUNDERABAD RLY.",2006,11
GUJARAT,NARMADA,2006,11
JHARKHAND,"DHANBAD RLY.",2006,11
NAGALAND,PEREN,2006,11
RAJASTHAN,"KOTA CITY",2006,11
"UTTAR PRADESH",SHRAWASTI,2006,11
UTTARAKHAND,BAGESHWAR,2006,11
UTTARAKHAND,"TEHRI GARHWAL",2006,11
"HIMACHAL PRADESH",KULLU,2007,11
"JAMMU & KASHMIR",GANDERBAL,2007,11
"JAMMU & KASHMIR",KATHUA,2007,11
PUNJAB,G.R.P,2001,10
"TAMIL NADU",PERAMBALUR,2001,10
UTTARAKHAND,BAGESHWAR,2001,10
UTTARAKHAND,UTTARKASHI,2001,10
BIHAR,SHEOHAR,2002,10
MEGHALAYA,"GARO HILLS EAST",2002,10
MEGHALAYA,"GARO HILLS SOUTH",2002,10
PUNJAB,BARNALA,2002,10
"TAMIL NADU","CHENNAI RLY.",2002,10
"ANDHRA PRADESH","SECUNDERABAD RLY.",2003,10
"ARUNACHAL PRADESH",CHANGLANG,2003,10
"HIMACHAL PRADESH",MANDI,2003,10
"JAMMU & KASHMIR",UDHAMPUR,2003,10
KERALA,"TRIVANDRUM COMMR.",2003,10
"MADHYA PRADESH",ANUPPUR,2003,10
ODISHA,NUAPADA,2003,10
PUNJAB,G.R.P,2003,10
"UTTAR PRADESH",SIDHARTHNAGAR,2003,10
"ARUNACHAL PRADESH",LOHIT,2004,10
"ARUNACHAL PRADESH","SUBANSIRI UPPER",2004,10
BIHAR,"JAMALPUR RLY.",2004,10
BIHAR,"KATIHAR RLY.",2004,10
"HIMACHAL PRADESH",SHIMLA,2004,10
"HIMACHAL PRADESH",UNA,2004,10
MAHARASHTRA,SINDHUDURG,2004,10
MANIPUR,UKHRUL,2004,10
MIZORAM,AIZAWL,2004,10
NAGALAND,TUENSANG,2004,10
UTTARAKHAND,ALMORA,2004,10
"WEST BENGAL","HOWRAH G.R.P.",2004,10
"ARUNACHAL PRADESH","PAPUM PARE",2005,10
ASSAM,R.P.O.,2005,10
GUJARAT,PORBANDAR,2005,10
"HIMACHAL PRADESH",KULLU,2005,10
"HIMACHAL PRADESH",UNA,2005,10
KERALA,CBCID,2005,10
KERALA,KASARGOD,2005,10
MANIPUR,SENAPATI,2005,10
MEGHALAYA,"GARO HILLS EAST",2005,10
NAGALAND,WOKHA,2005,10
ODISHA,SONEPUR,2005,10
UTTARAKHAND,BAGESHWAR,2005,10
"DELHI UT","NEW DELHI",2005,10
"ARUNACHAL PRADESH","PAPUM PARE",2006,10
BIHAR,"KATIHAR RLY.",2006,10
"HIMACHAL PRADESH",HAMIRPUR,2006,10
"HIMACHAL PRADESH",SIRMAUR,2006,10
"HIMACHAL PRADESH",SOLAN,2006,10
"JAMMU & KASHMIR",UDHAMPUR,2006,10
SIKKIM,EAST,2006,10
UTTARAKHAND,PITHORAGARH,2006,10
"HIMACHAL PRADESH",SOLAN,2007,10
"JAMMU & KASHMIR",KULGAM,2007,10
KERALA,"KOZHIKODE RURAL",2007,10
MEGHALAYA,RI-BHOI,2007,10
ODISHA,BOUDH,2007,10
PUNJAB,"FATEHGARH SAHIB",2007,10
PUNJAB,JAGRAON,2007,10
PUNJAB,ROPAR,2007,10
UTTARAKHAND,BAGESHWAR,2007,10
"D & N HAVELI","D and N HAVELI",2007,10
"ANDHRA PRADESH","SECUNDERABAD RLY.",2008,10
BIHAR,"JAMALPUR RLY.",2008,10
GUJARAT,W.RLY,2008,10
"HIMACHAL PRADESH",CHAMBA,2008,10
"JAMMU & KASHMIR",ANANTNAG,2008,10
"JAMMU & KASHMIR",KISHTWAR,2008,10
"JAMMU & KASHMIR",UDHAMPUR,2008,10
KERALA,"TRIVANDRUM COMMR.",2008,10
MEGHALAYA,"GARO HILLS EAST",2008,10
ODISHA,BOUDH,2008,10
"WEST BENGAL","SEALDAH G.R.P.",2008,10
"HIMACHAL PRADESH",BADDIPOLICEDIST,2009,10
"JAMMU & KASHMIR",KATHUA,2009,10
"JAMMU & KASHMIR",KISHTWAR,2009,10
"JAMMU & KASHMIR",KULGAM,2009,10
"JAMMU & KASHMIR",KUPWARA,2009,10
"JAMMU & KASHMIR",UDHAMPUR,2009,10
"D & N HAVELI","D and N HAVELI",2009,10
BIHAR,"PATNA RLY.",2010,10
GOA,"SOUTH GOA",2010,10
"HIMACHAL PRADESH",SIRMAUR,2010,10
"JAMMU & KASHMIR",BARAMULLA,2010,10
"JAMMU & KASHMIR",HANDWARA,2010,10
MAHARASHTRA,"NAGPUR RLY.",2010,10
"WEST BENGAL","HOWRAH G.R.P.",2010,10
GUJARAT,PORBANDAR,2011,10
"JAMMU & KASHMIR",KATHUA,2011,10
"JAMMU & KASHMIR",UDHAMPUR,2011,10
MIZORAM,AIZAWL,2011,10
ODISHA,GAJAPATI,2011,10
"DELHI UT",GRP(RLY),2011,10
"JAMMU & KASHMIR",KULGAM,2012,10
KERALA,WAYANADU,2012,10
MAHARASHTRA,RATNAGIRI,2012,10
MANIPUR,BISHNUPUR,2012,10
MANIPUR,"IMPHAL EAST",2012,10
NAGALAND,ZUNHEBOTO,2012,10
"UTTAR PRADESH",ST.RAVIDASNAGAR,2012,10
MEGHALAYA,"GARO HILLS EAST",2007,9
MIZORAM,KOLASIB,2007,9
NAGALAND,MON,2007,9
ODISHA,SONEPUR,2007,9
UTTARAKHAND,PITHORAGARH,2007,9
"WEST BENGAL","HOWRAH G.R.P.",2007,9
"ARUNACHAL PRADESH","SIANG EAST",2008,9
BIHAR,SHEOHAR,2008,9
KERALA,"ERNAKULAM COMMR.",2008,9
"MADHYA PRADESH",SHEOPUR,2008,9
NAGALAND,PHEK,2008,9
PUNJAB,ROPAR,2008,9
"D & N HAVELI","D and N HAVELI",2008,9
"DELHI UT","NEW DELHI",2008,9
"ANDHRA PRADESH","SECUNDERABAD RLY.",2009,9
"ARUNACHAL PRADESH",LOHIT,2009,9
BIHAR,"KATIHAR RLY.",2009,9
"HIMACHAL PRADESH",MANDI,2009,9
"JAMMU & KASHMIR",SAMBA,2009,9
KERALA,WAYANADU,2009,9
MEGHALAYA,"GARO HILLS EAST",2009,9
PUNJAB,G.R.P,2009,9
RAJASTHAN,G.R.P.,2009,9
"UTTAR PRADESH",ST.RAVIDASNAGAR,2009,9
UTTARAKHAND,ALMORA,2009,9
"DELHI UT",GRP(RLY),2009,9
"ARUNACHAL PRADESH","SIANG WEST",2010,9
GUJARAT,PORBANDAR,2010,9
"HIMACHAL PRADESH",BADDIPOLICEDIST,2010,9
"HIMACHAL PRADESH",BILASPUR,2010,9
"HIMACHAL PRADESH",UNA,2010,9
"JAMMU & KASHMIR",KISHTWAR,2010,9
"JAMMU & KASHMIR",SAMBA,2010,9
PUNJAB,G.R.P,2010,9
"ANDHRA PRADESH","GUNTAKAL RLY.",2011,9
"ANDHRA PRADESH","SECUNDERABAD RLY.",2011,9
"ARUNACHAL PRADESH",CHANGLANG,2011,9
"HIMACHAL PRADESH",SIRMAUR,2011,9
"JAMMU & KASHMIR",KUPWARA,2011,9
"JAMMU & KASHMIR",RAJOURI,2011,9
"JAMMU & KASHMIR",SAMBA,2011,9
MANIPUR,THOUBAL,2011,9
"ARUNACHAL PRADESH","KAMENG EAST",2012,9
ASSAM,HAMREN,2012,9
"HIMACHAL PRADESH",KULLU,2012,9
"JAMMU & KASHMIR",RAJOURI,2012,9
KERALA,"ERNAKULAM COMMR.",2012,9
KERALA,"KOZHIKODE RURAL",2012,9
KERALA,"THRISSUR COMMR.",2012,9
MEGHALAYA,"GARO HILLS EAST",2012,9
RAJASTHAN,JAISALMER,2012,9
TRIPURA,UNAKOTI,2012,9
UTTARAKHAND,"PAURI GARHWAL",2012,9
UTTARAKHAND,PITHORAGARH,2012,9
"DELHI UT","NEW DELHI",2012,9
CHHATTISGARH,BIZAPUR,2001,9
ODISHA,BOUDH,2001,9
ODISHA,SONEPUR,2001,9
RAJASTHAN,JAISALMER,2001,9
"WEST BENGAL",ASANSOL,2001,9
"ARUNACHAL PRADESH",CHANGLANG,2002,9
"HIMACHAL PRADESH",SIRMAUR,2002,9
MANIPUR,CHANDEL,2002,9
NAGALAND,ZUNHEBOTO,2002,9
UTTARAKHAND,"RUDRA PRAYAG",2002,9
"WEST BENGAL","HOWRAH G.R.P.",2002,9
"ARUNACHAL PRADESH","PAPUM PARE",2003,9
BIHAR,"JAMALPUR RLY.",2003,9
GUJARAT,W.RLY,2003,9
JHARKHAND,"DHANBAD RLY.",2003,9
MAHARASHTRA,"MUMBAI RLY.",2003,9
NAGALAND,TUENSANG,2003,9
ODISHA,GAJAPATI,2003,9
ODISHA,SONEPUR,2003,9
UTTARAKHAND,CHAMOLI,2003,9
UTTARAKHAND,"TEHRI GARHWAL",2003,9
BIHAR,SHEOHAR,2004,9
"HIMACHAL PRADESH",BILASPUR,2004,9
"HIMACHAL PRADESH",HAMIRPUR,2004,9
"HIMACHAL PRADESH",KULLU,2004,9
"HIMACHAL PRADESH",SIRMAUR,2004,9
"JAMMU & KASHMIR",UDHAMPUR,2004,9
KERALA,"KOZHIKODE RURAL",2004,9
ODISHA,BOUDH,2004,9
ODISHA,SONEPUR,2004,9
PUNJAB,G.R.P,2004,9
"ARUNACHAL PRADESH",CHANGLANG,2005,9
HARYANA,PANCHKULA,2005,9
"HIMACHAL PRADESH",CHAMBA,2005,9
KERALA,WAYANADU,2005,9
MAHARASHTRA,"NAGPUR RLY.",2005,9
NAGALAND,TUENSANG,2005,9
UTTARAKHAND,CHAMOLI,2005,9
"ARUNACHAL PRADESH",LOHIT,2006,9
GUJARAT,PORBANDAR,2006,9
"JAMMU & KASHMIR","BORDER DISTRICT",2006,9
KERALA,WAYANADU,2006,9
MANIPUR,TAMENGLONG,2006,9
NAGALAND,MOKOKCHUNG,2006,9
NAGALAND,PHEK,2006,9
ODISHA,DEOGARH,2006,9
"WEST BENGAL","HOWRAH G.R.P.",2006,9
"D & N HAVELI","D and N HAVELI",2006,9
"HIMACHAL PRADESH",CHAMBA,2007,9
"JAMMU & KASHMIR",ANANTNAG,2007,9
"JAMMU & KASHMIR","BORDER DISTRICT",2007,9
KERALA,"KOZHIKODE COMMR.",2007,9
"ARUNACHAL PRADESH","SUBANSIRI LOWER",2001,8
"ARUNACHAL PRADESH",TIRAP,2001,8
"HIMACHAL PRADESH",BILASPUR,2001,8
UTTARAKHAND,PITHORAGARH,2001,8
"ARUNACHAL PRADESH","SUBANSIRI LOWER",2002,8
"HIMACHAL PRADESH",HAMIRPUR,2002,8
"HIMACHAL PRADESH",KULLU,2002,8
KERALA,WAYANADU,2002,8
GUJARAT,PORBANDAR,2003,8
"HIMACHAL PRADESH",BILASPUR,2003,8
"JAMMU & KASHMIR",AWANTIPORA,2003,8
"JAMMU & KASHMIR",BORDER,2003,8
KERALA,"KOZHIKODE RURAL",2003,8
MAHARASHTRA,"NAGPUR RLY.",2003,8
NAGALAND,MOKOKCHUNG,2003,8
NAGALAND,PHEK,2003,8
UTTARAKHAND,"RUDRA PRAYAG",2003,8
"DELHI UT",G.R.P.(RLY),2003,8
"ANDHRA PRADESH","GUNTAKAL RLY.",2004,8
"ANDHRA PRADESH","SECUNDERABAD RLY.",2004,8
"ARUNACHAL PRADESH",CHANGLANG,2004,8
"ARUNACHAL PRADESH","SUBANSIRI LOWER",2004,8
"HIMACHAL PRADESH",CHAMBA,2004,8
KERALA,"KOZHIKODE COMMR.",2004,8
"WEST BENGAL","KHARAGPUR G.R.P.",2004,8
JHARKHAND,"JAMSHEDPUR RLY.",2005,8
KARNATAKA,K.G.F.,2005,8
KERALA,"TRIVANDRUM COMMR.",2005,8
MEGHALAYA,"KHASI HILLS WEST",2005,8
UTTARAKHAND,PITHORAGARH,2005,8
ODISHA,BOUDH,2006,8
GUJARAT,AHWA-DANG,2007,8
"JAMMU & KASHMIR",REASI,2007,8
NAGALAND,WOKHA,2007,8
"JAMMU & KASHMIR",RAJOURI,2008,8
KERALA,ALAPUZHA,2008,8
MAHARASHTRA,"MUMBAI RLY.",2008,8
MIZORAM,LUNGLEI,2008,8
ODISHA,SRP(ROURKELA),2008,8
"A & N ISLANDS",ANDAMAN,2008,8
ASSAM,G.R.P.,2009,8
CHHATTISGARH,"GRP RAIPUR",2009,8
"HIMACHAL PRADESH",BILASPUR,2009,8
"HIMACHAL PRADESH",CHAMBA,2009,8
NAGALAND,KOHIMA,2009,8
ODISHA,SRP(ROURKELA),2009,8
RAJASTHAN,JAISALMER,2009,8
UTTARAKHAND,"PAURI GARHWAL",2009,8
"ANDHRA PRADESH","GUNTAKAL RLY.",2010,8
"ARUNACHAL PRADESH",K/KUMEY,2010,8
GUJARAT,W.RLY,2010,8
JHARKHAND,"JAMSHEDPUR RLY.",2010,8
KERALA,KASARGOD,2010,8
MEGHALAYA,"GARO HILLS SOUTH",2010,8
ODISHA,SONEPUR,2010,8
"A & N ISLANDS",ANDAMAN,2010,8
"HIMACHAL PRADESH",BILASPUR,2011,8
"JAMMU & KASHMIR",DODA,2011,8
JHARKHAND,"JAMSHEDPUR RLY.",2011,8
KERALA,"THRISSUR COMMR.",2011,8
KERALA,"TRIVANDRUM COMMR.",2011,8
ODISHA,SRP(ROURKELA),2011,8
SIKKIM,EAST,2011,8
"UTTAR PRADESH",ST.RAVIDASNAGAR,2011,8
BIHAR,"JAMALPUR RLY.",2012,8
"HIMACHAL PRADESH",BILASPUR,2012,8
"HIMACHAL PRADESH",SIRMAUR,2012,8
"MADHYA PRADESH",SHEOPUR,2012,8
MAHARASHTRA,"MUMBAI RLY.",2012,8
MAHARASHTRA,SINDHUDURG,2012,8
MANIPUR,CHURACHANDPUR,2012,8
"A & N ISLANDS",SOUTH,2012,8
"MADHYA PRADESH","BHOPAL RLY.",2007,7
NAGALAND,TUENSANG,2007,7
"ANDHRA PRADESH","GUNTAKAL RLY.",2008,7
"ARUNACHAL PRADESH",TIRAP,2008,7
GUJARAT,AHWA-DANG,2008,7
GUJARAT,PORBANDAR,2008,7
"HIMACHAL PRADESH",SIRMAUR,2008,7
"JAMMU & KASHMIR",PULWAMA,2008,7
"JAMMU & KASHMIR",SHOPIAN,2008,7
ODISHA,SONEPUR,2008,7
UTTARAKHAND,"TEHRI GARHWAL",2008,7
"WEST BENGAL","KHARAGPUR G.R.P.",2008,7
"ANDHRA PRADESH","GUNTAKAL RLY.",2009,7
"ARUNACHAL PRADESH","PAPUM PARE",2009,7
"HIMACHAL PRADESH",KULLU,2009,7
"HIMACHAL PRADESH",SIRMAUR,2009,7
"HIMACHAL PRADESH",SOLAN,2009,7
JHARKHAND,"DHANBAD RLY.",2009,7
MAHARASHTRA,"MUMBAI RLY.",2009,7
MANIPUR,SENAPATI,2009,7
SIKKIM,EAST,2009,7
"ARUNACHAL PRADESH",LOHIT,2010,7
"ARUNACHAL PRADESH","PAPUM PARE",2010,7
"JAMMU & KASHMIR",ANANTNAG,2010,7
"JAMMU & KASHMIR",KUPWARA,2010,7
"JAMMU & KASHMIR",UDHAMPUR,2010,7
KERALA,"KOZHIKODE COMMR.",2010,7
MIZORAM,LAWNGTLAI,2010,7
NAGALAND,KOHIMA,2010,7
RAJASTHAN,JAISALMER,2010,7
SIKKIM,SOUTH,2010,7
"WEST BENGAL","SILIGURI G.R.P.",2010,7
"ARUNACHAL PRADESH","PAPUM PARE",2011,7
ASSAM,G.R.P.,2011,7
GUJARAT,"W.RLY AHMEDABAD",2011,7
"JAMMU & KASHMIR",ANANTNAG,2011,7
"JAMMU & KASHMIR",PULWAMA,2011,7
MANIPUR,CHURACHANDPUR,2011,7
MANIPUR,UKHRUL,2011,7
NAGALAND,KOHIMA,2011,7
"ANDHRA PRADESH","GUNTAKAL RLY.",2012,7
"ANDHRA PRADESH","VIJAYAWADA RLY.",2012,7
"ARUNACHAL PRADESH",CHANGLANG,2012,7
GUJARAT,AHWA-DANG,2012,7
"HIMACHAL PRADESH",BADDIPOLICEDIST,2012,7
"HIMACHAL PRADESH",CHAMBA,2012,7
"JAMMU & KASHMIR",BANDIPORA,2012,7
JHARKHAND,"JAMSHEDPUR RLY.",2012,7
KERALA,"KOZHIKODE COMMR.",2012,7
MANIPUR,CHANDEL,2012,7
MEGHALAYA,"GARO HILLS SOUTH",2012,7
"D & N HAVELI","D and N HAVELI",2012,7
"ARUNACHAL PRADESH","SIANG EAST",2001,7
BIHAR,"JAMALPUR RLY.",2001,7
BIHAR,"KATIHAR RLY.",2001,7
MANIPUR,CHANDEL,2001,7
NAGALAND,PHEK,2001,7
ODISHA,SRP(ROURKELA),2001,7
UTTARAKHAND,"TEHRI GARHWAL",2001,7
GUJARAT,PORBANDAR,2002,7
HARYANA,PANCHKULA,2002,7
"HIMACHAL PRADESH",SOLAN,2002,7
"JAMMU & KASHMIR",BORDER,2002,7
"MADHYA PRADESH","BHOPAL RLY.",2002,7
MAHARASHTRA,"NAGPUR RLY.",2002,7
ODISHA,SONEPUR,2002,7
RAJASTHAN,JAISALMER,2002,7
UTTARAKHAND,"TEHRI GARHWAL",2002,7
"DAMAN & DIU",DAMAN,2002,7
"ARUNACHAL PRADESH","KAMENG WEST",2003,7
BIHAR,"KATIHAR RLY.",2003,7
MEGHALAYA,"GARO HILLS SOUTH",2003,7
NAGALAND,MON,2003,7
SIKKIM,EAST,2003,7
UTTARAKHAND,CHAMPAWAT,2003,7
"DELHI UT","NEW DELHI",2003,7
"ARUNACHAL PRADESH","PAPUM PARE",2004,7
ASSAM,N.C.HILLS,2004,7
HARYANA,PANCHKULA,2004,7
"JAMMU & KASHMIR",BORDER,2004,7
MAHARASHTRA,"MUMBAI RLY.",2004,7
MANIPUR,SENAPATI,2004,7
MEGHALAYA,"GARO HILLS EAST",2004,7
ODISHA,SRP(ROURKELA),2004,7
BIHAR,"JAMALPUR RLY.",2005,7
"HIMACHAL PRADESH",MANDI,2005,7
"JAMMU & KASHMIR",BORDER,2005,7
MANIPUR,TAMENGLONG,2005,7
MANIPUR,UKHRUL,2005,7
PUNJAB,KHANNA,2005,7
RAJASTHAN,JAISALMER,2005,7
UTTARAKHAND,CHAMPAWAT,2005,7
"WEST BENGAL","HOWRAH G.R.P.",2005,7
"D & N HAVELI","D and N HAVELI",2005,7
"ANDHRA PRADESH","GUNTAKAL RLY.",2006,7
"ARUNACHAL PRADESH",TIRAP,2006,7
GUJARAT,AHWA-DANG,2006,7
KERALA,"KOZHIKODE COMMR.",2006,7
MAHARASHTRA,"NAGPUR RLY.",2006,7
MIZORAM,AIZAWL,2006,7
RAJASTHAN,G.R.P.,2006,7
"DELHI UT","NEW DELHI",2006,7
"ARUNACHAL PRADESH","DIBANG VALLEY",2007,7
"ARUNACHAL PRADESH",TIRAP,2007,7
"HIMACHAL PRADESH",HAMIRPUR,2007,7
"HIMACHAL PRADESH",KINNAUR,2007,7
"JAMMU & KASHMIR",UDHAMPUR,2007,7
JHARKHAND,"DHANBAD RLY.",2007,7
KERALA,CBCID,2007,7
"ANDHRA PRADESH","SECUNDERABAD RLY.",2001,6
GUJARAT,AHWA-DANG,2001,6
"HIMACHAL PRADESH",UNA,2001,6
"JAMMU & KASHMIR",BORDER,2001,6
"MADHYA PRADESH","INDORE RLY.",2001,6
MEGHALAYA,"GARO HILLS SOUTH",2001,6
"DAMAN & DIU",DAMAN,2001,6
"ARUNACHAL PRADESH","DIBANG VALLEY",2002,6
ASSAM,G.R.P.,2002,6
BIHAR,"JAMALPUR RLY.",2002,6
GUJARAT,AHWA-DANG,2002,6
"JAMMU & KASHMIR",LEH,2002,6
MIZORAM,CHAMPHAI,2002,6
MIZORAM,SERCHHIP,2002,6
NAGALAND,TUENSANG,2002,6
NAGALAND,WOKHA,2002,6
ODISHA,GAJAPATI,2002,6
ODISHA,SRP(ROURKELA),2002,6
SIKKIM,EAST,2002,6
